time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.640000000000002,1.199351772959685,-3.783456303892816,15.688705623924033,5.8970147919474805,6.21633609072593,0.0,1.3117253063805714,-4.846791100524492,3.797106828968941,-0.2127895733550903,-0.05112228287972801,0.0,437.0350115605681,436.3393506709797,437.8070579849084,437.3972820537009
2.700000000000002,1.279140439163388,-4.0809188753357475,15.914109884146757,5.883938983803983,6.213379431912138,0.0,1.348119846785133,-5.069683441748903,3.715607764497446,-0.2309314580748004,-0.04582358317639693,0.0,421.7941200403763,422.2499037366439,422.58173264081535,420.9643695070452
2.760000000000002,1.3611635889819191,-4.392018310684737,16.1345695118599,5.870014275242887,6.210942804300625,0.0,1.3861675995445448,-5.301413374543191,3.632182207004507,-0.23447231333114368,-0.03182079217184887,0.0,422.53321019785733,423.73790542121304,423.37156396833547,423.01012503885397
2.820000000000002,1.4458850624084145,-4.719377923661955,16.354669415864105,5.85600103256267,6.208680188182623,0.0,1.4380058241879188,-5.611673423789338,3.7026277284911515,-0.23178141383705408,-0.053347173691027684,0.0,479.16515215710723,477.5249580644205,477.0647918164059,477.2200144189709
2.880000000000002,1.5332108037255396,-5.062577471304002,16.572084655041078,5.8428409168592985,6.205073084110381,0.0,1.473083988583178,-5.829403446769399,3.5439747930840135,-0.20191435292055515,-0.0792396266638298,0.0,402.4616225298533,400.1074052658759,400.40063614468545,403.0549076756071
2.940000000000002,1.6229678295164438,-5.420525134673874,16.782965150749813,5.830707268062753,6.200201901902547,0.0,1.5191892046798807,-6.103141437938571,3.4841766252801403,-0.20286010795144918,-0.08539276827742807,0.0,439.2811736987313,438.7650987219106,440.1727866018725,440.05395373210007
3.000000000000002,1.7162095017273804,-5.798437592845092,16.996858574590917,5.818197457618854,6.194937606893134,0.0,1.58934429856646,-6.494707666879291,3.6429219483418036,-0.223190843133121,-0.09289481674716425,0.0,515.1268845695489,514.5907690594295,514.2459741422566,512.7667205108245
3.0600000000000023,1.8132389752093783,-6.1973829664021896,17.214534681931635,5.805693354730831,6.188981069662352,0.0,1.6454207789023791,-6.804383855881909,3.6112835528714102,-0.18874965051287798,-0.11677766734359005,0.0,459.4844635626771,457.578255318146,456.8267848029529,459.522796983935
3.1200000000000023,1.9135767586670809,-6.614331224567797,17.42853298507839,5.794519774624007,6.182153230448536,0.0,1.6996984795619514,-7.094748069734865,3.5206889928074165,-0.18161175963036144,-0.10842339194760561,0.0,441.6487207145822,442.3257522318481,440.554445651133,441.11037652054773
3.1800000000000024,2.0178578300934076,-7.051554355910131,17.641848884705134,5.783403145266316,6.175420254878187,0.0,1.776895263995554,-7.479933256365402,3.58736941552188,-0.19384169245868246,-0.12114244859855677,0.0,498.0508714012784,497.1097452423569,499.0739357747497,498.15092428665105
3.2400000000000024,2.1267332938093846,-7.511329008799302,17.857423180069,5.771530098160959,6.168327669653497,0.0,1.8528592624357398,-7.846540451147636,3.5961416605765812,-0.20751077036407573,-0.11291386288258717,0.0,485.0368801874392,485.64330791704816,484.5649864121546,483.5010652452119
3.3000000000000025,2.240400257485127,-7.993753018348431,18.073971908133423,5.759374528420052,6.1614815416045055,0.0,1.936553955708589,-8.234855641981168,3.6195338358049973,-0.1942397580326219,-0.1165889830384779,0.0,494.42259941802024,494.14152287819434,494.8732943435652,495.8136321794698
3.3600000000000025,2.358082160444424,-8.495079452267387,18.283624251613585,5.747175538616872,6.154478944795056,0.0,1.9866185489569759,-8.47711099879856,3.3682370990740855,-0.23584776826196346,-0.11695274559264872,0.0,401.46449877747636,401.4176824888422,401.61914393081815,397.7777426763809
3.4200000000000026,2.4795570327147662,-9.013917708406117,18.482661124435577,5.733644648932685,6.148376171287342,0.0,2.0629531430875927,-8.818320727459035,3.264279788749249,-0.2103146974979255,-0.08164291150104906,0.0,458.19416279717785,460.984241407462,457.9332556517455,459.9109226987451
